COUNTRY_NAME,NAME,LATITUDE,LONGITUDE,ELEVATION,YEAR,MONTH,DAY,YDAY,TEMPMIN,TEMPMAX,TEMPMEAN,MXSPD,PRCP
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,5,26,146,0,16.1,9.4,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,5,28,148,7.8,13.9,10,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,5,31,151,10,16.1,12.8,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,1,152,12.2,17.8,15,7.2,11.94
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,5,156,7.2,15,11.7,4.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,6,157,6.1,20,14.2,4.1,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,8,159,10,22.2,16.2,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,9,160,11.1,22.2,17.8,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,11,162,12.2,22.8,17.5,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,14,165,11.1,18.9,15.6,3.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,24,175,15,25,21.8,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,6,29,180,7.8,22.8,17.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,8,189,12.2,26.1,17.9,5.1,12.95
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,12,193,12.8,20,16.2,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,16,197,13.9,20,16,7.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,17,198,11.1,22.2,16.8,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,19,200,17.8,22.2,19.4,8.2,9.91
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,21,202,11.1,21.1,16,7.2,8.89
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,25,206,13.9,26.1,16.4,7.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,26,207,7.8,26.1,18.5,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,27,208,11.1,23.9,20,5.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,7,28,209,16.1,22.8,18.6,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,1,213,8.9,22.2,16.5,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,2,214,10,20,15.7,6.2,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,3,215,10,18.9,13.8,NA,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,4,216,10,20,15.6,2.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,5,217,8.9,17.2,12.4,13.9,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,7,219,7.2,18.9,13.8,5.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,9,221,12.2,21.1,15.7,5.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,10,222,10,22.8,16.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,11,223,12.8,26.1,17.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,14,226,11.1,22.2,16.9,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,16,228,12.2,22.2,16.9,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,17,229,11.1,22.8,17.2,2.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,18,230,13.9,22.2,17.1,2.1,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,19,231,7.8,22.8,15.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,20,232,7.8,21.1,15,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,25,237,11.1,21.1,16.2,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,26,238,12.2,22.2,17.3,8.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,28,240,7.2,21.1,14.3,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,8,30,242,7.2,18.9,12.8,8.2,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,14,257,7.8,10,9.2,7.2,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,16,259,2.8,15,9,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,20,263,12.2,22.8,17.1,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,22,265,12.2,17.8,15.2,2.1,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,24,267,0,20,13.2,NA,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,25,268,12.2,17.2,13.9,4.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,28,271,2.8,17.2,10.9,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,9,30,273,7.8,17.2,10.4,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,2,275,12.8,17.8,14.7,9.8,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,4,277,10,13.9,12.1,5.1,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,8,281,0,6.1,2.3,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,10,283,7.2,11.1,9.2,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,11,284,6.1,13.9,9.2,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,12,285,2.8,17.2,8.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,14,287,7.2,16.1,11.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,22,295,5,6.1,5.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,25,298,1.1,8.9,6,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,26,299,6.1,16.1,9.8,NA,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,28,301,2.2,12.2,6.5,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,10,31,304,-2.8,1.1,-1.1,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,1,305,-6.1,2.2,-1.8,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,2,306,-5,3.9,-1.2,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,4,308,-2.2,7.2,1.2,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,6,310,0,3.9,2.1,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,10,314,2.2,7.2,5,NA,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,12,316,1.1,6.1,4.4,9.8,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,13,317,7.2,7.8,7.7,15.9,7.87
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,14,318,0,7.2,3.8,7.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,15,319,-1.1,3.9,1.9,7.2,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,19,323,-1.1,5,2.5,6.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,21,325,-3.9,1.1,-0.7,3.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,22,326,0,2.8,1.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,23,327,-2.8,3.9,-1.7,7.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,24,328,-7.2,-2.2,-4.6,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,27,331,-11.1,-2.2,-6.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,11,28,332,-2.2,1.1,-0.3,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,1,335,3.9,7.8,5.7,9.8,3.3
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,3,337,2.8,8.9,4.7,NA,1.27
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,4,338,1.1,6.1,3.5,3.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,6,340,-1.1,1.1,0,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,7,341,-6.1,1.1,-2.1,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,17,351,-8.9,-7.2,-7.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,19,353,-12.8,-10,-11.8,4.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,22,356,-7.2,-2.8,-4.4,3.1,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,25,359,-5,-2.8,-4.2,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,26,360,-7.2,-3.9,-5.3,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,28,362,-2.8,-2.2,-2.5,4.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1953,12,29,363,-7.8,0,-2.9,5.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,2,2,-17.8,-7.8,-12.9,9.8,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,4,4,-7.8,-3.9,-6,7.2,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,5,5,-8.9,-3.9,-6.8,1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,6,6,-7.8,-3.9,-6,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,7,7,-12.2,-7.8,-9.2,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,8,8,-12.8,-8.9,-10.7,3.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,9,9,-17.2,-3.9,-9.9,13.9,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,10,10,-7.8,-2.8,-4.6,11.8,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,12,12,-12.2,-7.8,-10,4.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,13,13,-12.2,-8.9,-10,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,14,14,-8.9,-6.1,-7.3,12.9,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,19,19,-7.8,-2.2,-4.9,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,20,20,-7.8,-2.8,-5.6,11.8,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,21,21,-8.9,-2.8,-5.7,NA,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,22,22,-15,-8.9,-10.2,10.8,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,23,23,-12.2,-7.8,-9.4,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,28,28,-7.8,-5,-6.5,5.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,30,30,-26.1,-21.1,-23.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,1,31,31,-30,-18.9,-24.6,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,1,32,-23.9,-12.2,-17.8,NA,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,2,33,-12.2,-5,-8.6,1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,3,34,-10,-7.2,-8.2,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,5,36,-7.8,0,-3.6,9.8,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,6,37,-12.8,-6.1,-9.3,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,7,38,-20,-11.1,-15.6,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,8,39,-17.8,-10,-14,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,9,40,-13.9,-8.9,-11.9,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,10,41,-16.1,-12.2,-13.8,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,11,42,-13.9,-8.9,-11.2,8.2,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,12,43,-8.9,-7.8,-8.6,3.1,1.52
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,13,44,-8.9,-5,-6.2,3.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,14,45,-8.9,-6.1,-7.3,2.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,15,46,-17.8,-10,-15,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,16,47,-22.2,-15,-18.2,1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,18,49,-23.9,-12.8,-19.3,1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,20,51,-12.8,-8.9,-11.7,2.1,1.27
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,21,52,-21.1,-10,-15.4,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,22,53,-22.2,-7.2,-13.9,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,23,54,-22.8,-7.8,-15.7,NA,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,24,55,-17.2,-8.9,-12.8,2.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,25,56,-20,-7.8,-13.5,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,27,58,-10,-7.2,-8.5,18,2.03
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,2,28,59,-7.8,-1.1,-4.4,3.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,1,60,-2.2,2.8,1.1,7.2,3.56
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,3,62,-2.2,3.9,0.7,7.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,4,63,1.1,NA,2.2,8.7,5.08
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,5,64,2.2,5,3.1,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,6,65,2.2,3.9,2.9,11.8,4.06
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,8,67,-2.8,0,-0.8,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,9,68,-2.2,-1.1,-1.7,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,11,70,-2.2,0,-1.1,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,14,73,-1.1,0,-0.3,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,16,75,-2.2,0,-0.6,7.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,17,76,-3.9,2.8,0,12.9,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,18,77,-2.2,1.1,-1.1,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,19,78,-1.1,2.2,0,NA,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,20,79,-6.1,2.8,-0.7,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,22,81,-1.1,7.8,1.9,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,23,82,0,10,3.8,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,24,83,-1.1,7.8,3.5,9.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,26,85,0,2.8,1.5,4.1,NA
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,27,86,0,3.9,1.2,NA,3.56
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,28,87,-2.2,1.1,0.3,1,1.27
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,3,30,89,-2.2,3.9,0.7,2.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,1,91,2.2,6.1,3.8,8.2,14.48
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,2,92,2.2,7.2,4.2,2.1,4.57
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,4,94,-1.1,8.9,4,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,5,95,5,10,6.2,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,6,96,2.2,5,2.9,6.2,8.89
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,8,98,0,6.1,2.8,3.1,0.25
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,9,99,-1.1,3.9,1.5,6.2,1.27
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,10,100,-1.1,2.8,1.2,8.2,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,12,102,-2.8,5,0.2,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,14,104,2.2,6.1,3.2,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,17,107,0,5,3.3,2.1,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,18,108,2.8,7.2,4.4,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,19,109,2.8,13.9,7.8,6.2,8.38
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,21,111,6.1,15,10.4,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,22,112,0,6.1,2.9,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,23,113,-2.8,7.8,2.2,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,24,114,0,6.1,2.4,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,26,116,-2.8,5,1,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,27,117,-3.9,6.1,2.1,4.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,29,119,-1.1,12.8,6.5,10.8,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,4,30,120,2.2,15,9.8,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,1,121,7.2,12.2,8.9,6.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,3,123,8.9,16.1,12.5,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,5,125,12.8,27.2,19.3,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,7,127,13.9,27.8,21.8,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,11,131,7.2,18.9,13.5,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,12,132,2.8,11.1,6.7,8.2,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,13,133,2.2,7.2,5.6,5.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,14,134,0,10,6.4,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,16,136,0,17.2,9.6,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,17,137,6.1,22.2,14.6,7.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,18,138,11.1,18.9,15.4,15.9,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,19,139,11.1,20,15.3,8.2,1.27
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,20,140,12.2,23.9,17.9,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,22,142,8.9,16.1,13.3,3.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,23,143,11.1,22.2,15,1,20.07
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,24,144,10,17.8,14.2,2.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,25,145,12.2,21.1,15.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,26,146,10,22.2,16.1,4.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,27,147,13.9,22.2,16.2,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,28,148,12.2,22.8,17.5,3.1,0.51
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,5,31,151,10,23.9,17.5,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,1,152,12.2,20,17.1,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,2,153,7.2,17.8,14,5.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,4,155,5,17.2,12.1,4.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,5,156,3.9,22.2,14.9,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,6,157,6.1,22.2,17.1,6.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,8,159,7.8,25,16.5,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,9,160,12.8,27.2,20,3.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,10,161,13.9,27.8,21.3,8.2,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,11,162,16.1,28.9,21,8.7,3.05
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,12,163,13.9,22.2,17.3,5.1,6.1
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,13,164,10,22.2,16.5,5.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,14,165,12.2,26.1,18.6,14.9,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,15,166,13.9,22.2,17.8,2.1,1.02
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,17,168,7.8,22.8,17.1,1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,21,172,17.2,30,23.8,3.1,0
LITHUANIA,KAUNAS,54.883,23.833,76.99,1954,6,22,173,17.8,30,22.9,5.1,2.03
